0	0	-45,413980208843
1	1	-33,717791491255
2	2	-28,64339162435
3	3	-25,443278113873
4	4	-23,104147326364
5	5	-21,259595543018
6	6	-19,736021575609
7	7	-18,437503576294
8	8	-17,305460391657
9	9	-16,301495602672
10	10	-15,399081888586
11	11	-14,579129083645
12	12	-13,827444929422
13	13	-13,133194750958
14	14	-12,487922816905
15	15	-11,884906267708
16	16	-11,318714599918
17	17	-10,784900904678
18	18	-10,279780228959
19	19	-9,8002671251505
20	20	-9,3437543745399
21	21	-8,9080209583487
22	22	-8,4911611948756
23	23	-8,0915294518899
24	24	-7,7076964937779
25	25	-7,3384146390662
26	26	-6,982589672827
27	27	-6,6392579971061
28	28	-6,3075678856654
29	29	-5,9867639857364
30	30	-5,6761744114739
31	31	-5,3751999231769
32	32	-5,0833047980409
33	33	-4,8000090825872
34	34	-4,524881981273
35	35	-4,2575361853087
36	36	-3,9976229841373
37	37	-3,7448280320844
38	38	-3,498867666362
39	39	-3,2594856913908
40	40	-3,0264505593999
41	41	-2,799552889313
42	42	-2,5786032756606
43	43	-2,3634303471716
44	44	-2,1538790411552
45	45	-1,9498090650893
46	46	-1,7510935212044
47	47	-1,557617673476
48	48	-1,3692778394546
49	49	-1,1860027420528
50	50	-1,0076665159443
51	51	-0,83421224208745
52	52	-0,66557140653214
53	53	-0,50168242330226
54	54	-0,34249002274101
55	55	-0,18794469385712
56	56	-0,03800217509743
57	57	0,1073770113485
58	58	0,24822798601748
59	59	0,38458190321476
60	60	0,51646630998843
61	61	0,6439054760128
62	62	0,76692069702511
63	63	0,88553057416874
64	64	0,99975127134093
65	65	1,1095967524195
66	66	1,2150790000463
67	67	1,3162082174696
68	68	1,4129930147963
69	69	1,505440580865
70	70	1,5935568418323
71	71	1,6773466074537
72	72	1,7568137059459
73	73	1,8319611082287
74	74	1,9027910422667
75	75	1,9693050981615
76	76	2,0315043245803
77	77	2,089389317049
78	78	2,1429602985865
79	79	2,1922171931072
80	80	2,2371596919753
81	81	2,2777873140546
82	82	2,3140994595593
83	83	2,3460954579759
84	84	2,3737746102961
85	85	2,3971362257675
86	86	2,416179653342
87	87	2,4309043079744
88	88	2,4413096918966
89	89	2,4473954109703
90	90	2,4491617735593
91	91	2,4466016300872
92	92	2,4397213009954
93	93	2,4285208162866
94	94	2,413000318802
95	95	2,393160051523
96	96	2,3690003400111
97	97	2,3405215699013
98	98	2,3077241593418
99	99	2,2706085262477
100	100	2,2291750502086
101	101	2,1834240288642
102	102	2,1333556285316
103	103	2,0789698288384
104	104	2,020266361081
105	105	1,9572446399936
106	106	1,8899036885746
107	107	1,8182420555747
108	108	1,7422577252087
109	109	1,6619480185994
110	110	1,5773094864128
111	111	1,4883377920808
112	112	1,3950275849438
113	113	1,2973723625741
114	114	1,1953643214567
115	115	1,0889941951206
116	116	0,97825107870741
117	117	0,8631222388572
118	118	0,74359290766411
119	119	0,61964605931242
120	120	0,4912621678464
121	121	0,35841894434608
122	122	0,22109105157795
123	123	0,079249793957183
124	124	-0,067137219605353
125	125	-0,21810644270033
126	126	-0,37369879133548
127	127	-0,53396008024013
128	128	-0,69894149948723
129	129	-0,86870013588761
130	130	-1,0432995442236
131	131	-1,2228103740981
132	132	-1,4072909710263
133	133	-1,5968716603163
134	134	-1,7916254215336
135	135	-1,9916589345072
136	136	-2,1970902094528
137	137	-2,4080497266741
138	138	-2,6246817055439
139	139	-2,8471455210965
140	140	-3,0756172897277
141	141	-3,3102916493126
142	142	-3,5513837636517
143	143	-3,7991315867519
144	144	-4,0537984292646
145	145	-4,3156758777672
146	146	-4,5850871278767
147	147	-4,8623908049625
148	148	-5,1479853621459
149	149	-5,4423141652595
150	150	-5,7458713996731
151	151	-6,059208965989
152	152	-6,3829445727381
153	153	-6,7177712873287
154	154	-7,0644688756982
155	155	-7,4239173520819
156	156	-7,797113281054
157	157	-8,185189535951
158	158	-8,5894394374962
159	159	-9,0113464981329
160	160	-9,4526214173789
161	161	-9,9152485661078
162	162	-10,401545047428
163	163	-10,914236661546
164	164	-11,456556945269
165	165	-12,032378255711
166	166	-12,646388218496
167	167	-13,30433180365
168	168	-14,013350705571
169	169	-14,782471109864
170	170	-15,623325235729
171	171	-16,551255492762
172	172	-17,58707387596
173	173	-18,760006673496
174	174	-20,11293366488
175	175	-21,712468586324
176	176	-23,670486359555
177	177	-26,197379031264
178	178	-29,767374807091
179	179	-35,896707774985
